BurialID,SquareID,AreaID,BurialNumber,DateFound,BurialDepth,LengthM,LengthCM,ClusterNumber,SampleNumber,Rack,Shelf,Bag,PreviouslySampled,SexBody,SexGiles,GE_FunctionTotal,SouthToHead,SouthToFeet,EastToHead,EastToFeet,NorthToHead,NorthToFeet,WestToHead,WestToFeet,Description,BasilarSuture,VentralArc,SubPubicAngle,SciaticNotch,PubicBone,PreaurSulcus,MedialIPRamus,DorsalPitting,ForemanMagnum,FemurHead,HumerusHead,Osteophytosis,PubicSymphysis,BoneLength,MedialClavicle,IliacCrest,FemurDiameter,Humerus,FemurLength,HumerusLength,TibiaLength,Robust,SupraorbitalRidges,OrbitEdge,ParietalBossing,Gonian,NuchalCrest,ZygomaticCrest,CranialSuture,MaximumCranialLength,MaximumCranialBreadth,BasionBregmaHeight,BasionNasion,BasionProsthionLength,BizygomaticDiameter,NasionProsthion,MaximumNasalBreadth,decimalerorbitalBreadth,HairColor,PreservationIndex,HairTaken,SoftTissueTaken,BoneTaken,ToothTaken,TextileTaken,DescriptionOfTaken,ArtifactFound,EstimatedAge,AgeMethod,EstimateLivingStature,ToothAttrition,ToothEruption,PathologyAnomalies,EpiphysealUnion,HeadDirection,BYUSample,BodyAnalysisYear,SkullAtMagazine,PostcraniaAtMagazine,ToBeConfirmed,SkullTrauma,PostCraniaTrauma,CribiaOrbitala,PoroticHyperotosis,PoroticHyperotosisLocations,MetopicSuture,ButtonOsteoma,OsteologyUnknownComment,TMJ_OA,LinearHypoplasiaEnamel,AreaHillBurials,Tomb,BurialPreservation,BurialWrapping,BurialAdultChild,GenderCode,BurialGenderMethod,AgeCodeSingle,FaceBundle,DateOnSkull
,1,0,10,1994,0.92,1.02,102,,,,,,,,,,2.49,2.39,,,,,4.47,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,U,1,,0,,,,,,,,,,,,,,,,W,A,U,U,U,,
,1,0,12,1994,1.22,0.53,52,,,,,,,,,,1.7,1.5,,,,,4.78,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth to Head is 122cm and to the feet is 99cm Found a head upside down on right side of body It looks like it is the detached head of Burial#11 it is about 5cm below burial#11,,,U,,,,,,U,1,,0,,,,,,,,,,,,,,,,W,C,U,U,A,,
,1,0,13,1994,0.94,0.69,19,"#13, 14 (called cluster # 17)",,,,,,,,,1.62,1.46,,,,,5.39,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is a baby buried on top of Burial#14,,,U,,,,,,U,1,,0,,,,,,,,,,,,,,,,W,C,U,U,N,,
,1,0,13,1994,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brown,,,,,,,No head Sticks under linen wrap Some red/blue cloth,,,U,,,,,,U,1,,0,,,,,,,,,,,,,,,,W,C,U,U,C,,
,1,0,14,1994,0.8,1.2,120,"#13, 14 (called cluster # 17)",,,,,,,,,1.66,1.42,,,,,5.1,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burial#13 is laying on top of body,,,U,,,,,,U,1,,0,,,,,,,,,,,,,,,,W,A,U,U,A,,
,1,0,14,1994,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Head crushed, and not by us Many layers of covering 2 layers of red/white ribbon on outer wraps of medium weave Face bundle of folded coarse linen",,,U,,,,,,U,1,,0,,,,,,,,,,,,,,,,W,A,U,U,A,Y,
,1,0,15,1994,1.07,1.68,168,,,,,,,,,,1.37,1.25,,,,,3.2,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Head West Numerous ribbon around body Skull broken but not by us Sticks along the body and in the wraps came out in baskets This mummy was 10 cm under the north edge of the large stone,,,U,,,,,,U,,,0,,,,,,,,,,,,,,,S,W,A,U,U,A,Y,
,1,0,6A,1994,1.07,0.99,99,,,,,,,,,,2.13,1.83,,,,,2.48,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,U,,,0,,,,,,,,,,,,,,,Basket Case,W,A,U,U,A,,
,1,0,7A,1994,0.93,1.82,182,,,,,,,,,,2.44,1.86,,,,,4.03,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth to head is 93cm and 83cm to feet Burial#11 is to the side of body Removed face bundlefirst Wrapped in linen with red ribbons on feet Head has mouth open with excellent teeth Head had to be removed Feet still well preserved Buried right on top of #9,,,U,,,,,,U,,,0,,,,,,,,,,,,,,,Good,W,A,U,U,A,,
,1,1,1,1987,0.54,1.56,156,U,,,,,,,,,,4.8,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,"Skeleton - little cloth and not much else A reed alongside it Hair present Child wrapped in solid red ribbon over rope over a fabric of very coarse yarn woven (plain weave) with fine yarns The fabric was folded up over the head and up over the feet - several layers of same type of cloth as outer fabric Next layer yellow, green design on left breast Small face bundle, yellow, red trim on one edge Fabric badly decayed",,,U,,,,,,W,,,0,,,,,,,,,,,,,,,W,B,U,U,U,U,Y,
,1,1,2,,0.5,,,,,,,,,,,,2.36,2.36,,,,,0.44,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simply a fragmented skull with a mandible, Has skin with beard",,,U,,,,,,,1,,0,,,,,,,,,,,,,,,,B,A,U,U,A,,
,1,1,4,1987,1.55,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buried in a shaft - lots of details about shaft in field book Major figure,,,U,,,,,,W,,,0,,,,,,,,,,,,,,,,U,U,U,U,U,Y,
,1,1,4,,0.87,,59,,,,,,,,,,4.37,4.25,,,,,3.26,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3rd 4th century pottery found at the base of the reeds,,,U,,,,,,,,,0,,,,,,,,,,,,,,,,H,C,U,U,U,,
,1,1,5,1994,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brown,,,,,,,"Crippled tibia Small wool face bundle Coarse linen outer wrap Face bundle wool tunic, hemmed at neck more wrapping details described",,,U,,,,,,U,,,0,,,,,,,,,,,,,,,,W,C,U,U,C,Y,
,1,1,5,,1.07,,,,,,,,,,,,0.95,0.6,,,,,2.35,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Database originally claimed to be wholly wrapped,,,U,,,,,,,,,0,,,,,,,,,,,,,,,,B,A,U,U,U,,
,1,1,6,,1.51,,,,,,,,,,,,3.84,3.6,,,,,2.35,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larger burial to the north only has the knees remaining with a loose mandible where the head should have been,,,U,,,,,,W,,,0,,,,,,,,,,,,,,,,W,C,U,U,A,,
,1,1,7,1994,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lots of details about the wrapping on page 24,,,U,,,,,,U,1,,0,,,,,,,,,,,,,,,,W,U,U,U,U,Y,
,2,2,2,1987,1,,,,,,,,,,,,2.7,2.5,,,,,0.38,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brown,,,,,,,Small fragments of fabric - 2 layers Can't find measurements in the field book that are noted in the database (TW),,V,P,,,,,,U,,,0,,,,,,,,,,,,,,,poorly preserved,B,A,F,P,U,,
,2,2,3,1987,1,,,,,,,,,,,,2.25,2.15,,,,,0.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,,,,Coarse fabric next to head - covered with very fine woven fabric Can't find measurements in the field book that are noted in the database (TW),,6-7 years,S,,,,,,U,,,0,,,,,,,,,,,,,,,bones and skull,B,C,U,S,C,,
,2,2,3,1987,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,Basket case Only small fragments of cloth Fine weave next to body - 2 layer coarse weave on outside Can't find measurements in the field book that are noted in the database (TW),,U,U,,,,,,U,,,0,,,,,,,,,,,,,,,S,B,U,U,U,U,U,
,2,2,4,1987,0,,,U,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,"Dark red brown fabric Infant burial No skull, only a few bones but much fabric Heavy canvas type - coarse yarns, tight plain weave, brown and white stripes in filling on weft direction Fragments of hair attached to cloth Unusual design on one edge in purple",,Newborn,P,,,,,,U,,,0,,,,,,,,,,,,,,,B,B,C,U,P,N,U,
,2,2,5,1987,0.9,,,U,,,,,,,,,1.7,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,br-red,,,,,,,"Infant wrapped in very coarse fabric tied with rope The inside fabric is yellow of medium weave, some holes not caused by decay, a green design woven into one section Saved design, rope and inner cloth samples Can't find details on hair in field book that are described in database (TW)",,Infant,S,,,,,,U,,,0,,,,,,,,,,,,,,,W,W,C,U,P,I,U,
,2,2,7,1987,0.9,,,U,,,,,,,,,1,0.92,,,,,2.13,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rd-bln,,,,,,,Infant skull broken body Wrapped on coarse cloth tied with rope Some design on fabric under chin (perhaps the collar) Can't find details on age and hair in field book that are described in database (TW) Can't find measurements in the field book that are noted in the database (TW),,6 months,S,,,,,,U,,,0,,,,,,,,,,,,,,,B,B,C,U,P,N,U,
,2,2,9,1987,1,,,U,,,,,,,,,1.11,0.85,,,,,3.52,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,,,,,,"Small piece of fabric like a black outlined cross with red, green design inside Body wrapped on medium weave fabric tied with rope At least 2 layers of cloth and rope - some red and yellow stripes Head wrap shows some design (red/yellow/green stripes) Can't find details on age and hair in field book that are described in database (TW) Can't find measurements in the field book that are noted in the database (TW)",,6-12 months,S,,,,,,U,,,0,,,,,,,,,,,,,,,W,W,C,U,P,N,U,
,2,2,11,1987,0.7,,,U,,,,,,,,,2.8,2.9,,,,,3.5,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rd-bln,,,,,,,"Fairly intact, body wrapped with red ribbon and rope, Yellow/blue cloth, woven not sewn together - red/brown ribbon on head bundle More wrapping details avaialbe in 1987B field book Can't find details on age in field book that are described in database (TW) Can't find measurements in the field book that are noted in the database (TW)",,V-VI,P,,,,,,U,,,0,,,,,,,,,,,,,,,W,W,A,F,P,U,Y,
,2,2,14,1987,1,,,U,,,,,,,,,2.63,2.6,,,,,2.42,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,,,,Basket case Feet wrap is intact - wrapped with red/white ribbon Small fragments of fringed cloth found with body Some solid red ribbon saved also - 7 to 8 layers of coarse cloth The fringe is at the bottom of the fabric Can't find measurements or details on hair or age in the field book that are noted in the database (TW),,3-5 years,S,,,,,,U,,,0,,,,,,,,,,,,,,,S,S,C,U,S,C,U,
,2,2,18,1987,1.1,,,U,,,,,,,,,2.68,2.73,,,,,2.4,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,,,,"Basket case - disarticulated Several small fabric samples, some red/white ribbon Can't find details on age, gender, and hair in field book that are described in database (TW)",,2.5 - 4 yrs,S,,,,,,U,,,0,,,,,,,,,,,,,,,S,B,C,U,S,C,U,
,2,2,19,1987,1.4,,,U,,,,,,,,,,2.57,,,,,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,,,,"Infant - only fragments remain Can't find measurements in the field book that are noted in the database (TW) Can't find details on age, gender, and hair in field book that are described in database (TW)",,9 months,S,,,,,,U,,,0,,,,,,,,,,,,,,,B,B,C,U,S,N,U,
,2,2,21,1987,1.1,,,U,,,,,,,,,2.4,2.3,,,,,0.25,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,Infant - too decomposted to deal with bones Small fabric fragments collected Can't find measurements in the field book that are noted in the database (TW),,infant,P,,,,,,U,,,0,,,,,,,,,,,,,,,B,B,C,U,P,I,U,
,2,2,23,1987,1.3,,,U,,,,,,,,,5.4,4.5,,,,,3.1,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brown,,,,,,,"Mostly a basket case Some wrapping and ribbon (red and white) at feet - outer layer has red stripes rounding lengthwise More wrapping details about layers in the 1987B field book on pg. 55 Can't find details on age, gender, and hair in field book that are described in database (TW) Can't find measurements in the field book that are noted in the database (TW)",,III,P,,,,,,U,1,,0,,,,,,,,,,,,,,,S,H,A,F,P,U,U,
,2,2,26,1987,1.1,,,U,,,,,,,,,3,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brown,,,,,,,"Green fabric, yellow thread on front, collar from robe of plundered tomb of mud bricks. Collar was sewn to yellow fabric Fine weave fabric next to body was light and dark green thread, red, yellow and oragne thread Samples saved Can't find details on age, gender, and hair in field book that are described in database (TW) Can't find measurements in the field book that are noted in the database (TW)",,IV,P,,,,,,U,1,,0,,,,,,,,,,,,,,,S,B,A,F,P,U,U,
,2,2,27,1987,1.5,,,U,,,,,,,,,1.66,1.3,,,,,2.95,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,,,,"Child, outer layer of medium weave fabric, tied with torn strips of cloth 5 layers of fabric over head, one piece of fine fabric near face has cord construction - saved Fringed fabric had been placed over feet - saved Can't find details on age, and hair in field book that are described in database (TW) Can't find measurements in the field book that are noted in the database (TW)",,20 months,S,,,,,,U,,,0,,,,,,,,,,,,,,,W,W,C,U,S,I,U,
,2,2,28,1987,2.2,,,U,,,,,,,,,2.5,2.7,,,,,4.54,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NULL,,,,,,,"Prechristian burial head to east, facing west Obtained fragments of cloth from chest arm and neck - saved",,6 years,S,,,,,,E,,,0,,,,,,,,,,,,,,,S,B,C,U,P,C,U,
,2,2,31,1987,1.7,,,U,,,,,,,,,2.27,2.31,,,,,1,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brown,,,,,,,"Infant - outer wrap fine cloth tied under chin Next layer coarse yarn, tight weave tied with torn fabric Sample Can't find details on age, gender, and hair in field book that are described in database (TW) Can't find measurements in the field book that are noted in the database (TW)",,6 months,S,,,,,,U,,,0,,,,,,,,,,,,,,,B,B,C,U,S,N,U,
,2,2,34,1987,2,0.85,85,U,,,,,,,,,3.7,3.5,,,,,4.9,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,,,,"Same condition as #33 Can't find details on age, hair in field book that are described in database (TW) Small child south of burial #33 - nearly parallel to it Head west - preservation poor Only a trace of textiles Basketcase",,3 years,S,,,,,,W,,,0,,,,,,,,,,,,,,,S,B,C,U,S,C,U,
,2,2,39,1987,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,"No measurements with badly disturbed burials Can't find details on age, gender, hair in field book that are described in database (TW) Burials #38 and #39 were combined as they came out mixed together - bad basket case Textile samples (cloth and ribbon)",,20 years,P,,,,,,I,1,,0,,,,,,,,,,,,,,,S,B,A,F,P,A,"#38,39",
,2,2,41,1987,0.9,0.7,70,,,,,,,,,,5,5,,,,,1.6,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,br-red,,,,,,,"Child burial right along north line of area. Wrapped, but outer wrapping of rope, not ribbon Feet missing - bones only to ankles Burial basically disintegrated upon removal Can't find details on hair color, age in field book that are described in database (TW)",,18 months,S,,,,,,W,,,0,,,,,,,,,,,,,,,bones and skull,B,C,U,S,I,,
,14,4,2,1994,0,NA,,,,,,,,,,,3.3,3.3,,,,,1.7,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"disarticulated adult, interesting textiles-woven mat",,,U,,,,,,U,,,0,,,,,,,,,,,,,,,disarticulated,H,A,U,U,A,,
,14,4,3,1994,NA,NA,,,,,,,,,,,4.68,4.68,,,,,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disarticulated bone,,,U,,,,,,U,,,0,,,,,,,,,,,,,,,disarticulated,H,U,U,U,U,,
,14,4,4,1994,1.1,NA,,,,,,,,,,,0.75,0.6,,,,,3.3,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In shaft 3,,,U,,,,,,U,,,0,,,,,,,,,,,,,,,,W,U,U,U,U,,
,14,4,5,1994,1.24,NA,,,,,,,,,,,0.3,0.2,,,,,2.1,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,U,,,0,,,,,,,,,,,,,,,,W,U,U,U,U,,
,14,4,6,1994,0.58,NA,,,,,,,,,,,0.8,0.8,,,,,4.2,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disarticulated body,,,U,,,,,,U,1,,0,,,,,,,,,,,,,,,disarticulated,H,A,U,U,A,,
,14,4,7,1994,1.3,NA,,,,,,,,,,,3.06,3.2,,,,,0.41,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"no head, disturbed",,,U,,,,,,U,1,,0,,,,,,,,,,,,,,,disturbed,H,A,U,U,A,,
,14,4,10,1994,0.53,NA,,,,,,,,,,,4.3,4.3,,,,,0.85,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disarticulated,,,U,,,,,,U,1,,0,,,,,,,,,,,,,,,disarticulated,H,A,U,U,A,,
,14,4,11,1994,0.72,NA,,,,,,,,,,,4.83,4.83,,,,,0.98,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disarticulated bundle,,,U,,,,,,U,1,,0,,,,,,,,,,,,,,,,W,A,U,U,A,,
,14,4,12,1994,1.28,NA,,,,,,,,,,,1.8,1.8,,,,,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all broken up,,,U,,,,,,W,1,,0,,,,,,,,,,,,,,,,W,U,U,U,U,,
,14,4,17,1994,1.43,NA,,,,,,,,,,,0.72,0.92,,,,,2.4,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,U,1,,0,,,,,,,,,,,,,,,,W,C,U,U,C,,
,14,4,17,1994,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrapped with brown wribbon Outer wrap of coarse linen Body wrapped with small tunic badly damaged 2 pieces of purple wool and yellow to create a design and green stripns on one edge,,,U,,,,,,U,1,,0,,,,,,,,,,,,,,,,W,C,U,U,I,Y,
,14,4,18,1994,1.1,NA,,,,,,,,,,,2.98,3.24,,,,,2.7,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No skull, Head to West, Linen on body with reeds under body Black material in bones Coarse linen and linen ribbon",,,U,,,,,,W,1,,0,,,,,,,,,,,,,,,,H,A,U,U,A,,
,14,4,19,1994,1.92,NA,,,,,,,,,,,0.72,0.16,,,,,2.91,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brown,,,,,,,Face is crushed at nose,,,U,,,,,,E,1,,0,,,,,,,,,,,,,,,,W,A,U,U,A,,
,14,4,20,1994,1.96,NA,,,,,,,,,,,4.1,3.6,,,,,2.9,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brown,,,,,,,"Tied sticks, Small piece of linen",,,U,,,,,,W,1,,0,,,,,,,,,,,,,,,,H,A,M,U,A,,
,14,4,21,1994,1.03,NA,,,,,,,,,,,4.15,4.27,,,,,0.63,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reversal,,,U,,,,,,E,1,,0,,,,,,,,,,,,,,,,B,A,U,U,A,,
,14,4,23,1994,2.31,NA,,,,,,,,,,,2.24,2.1,,,,,2.81,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some pottery Broken,,,U,,,,,,W,1,,0,,,,,,,,,,,,,,,,B,C,U,U,C,,
,14,4,24,1994,2.1,NA,,,,,,,,,,,2.65,2.7,,,,,2.31,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reversal burial?,,,U,,,,,,E,1,,0,,,,,,,,,,,,,,,,B,A,U,U,A,,
,14,4,25,1994,2.09,NA,,,,,,,,,,,1.44,1.44,,,,,0.77,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shaft tomb, Two arm bundled together Skull top down",,,U,,,,,,W,1,,0,,,,,,,,,,,,,,,,B,A,U,U,A,,
,14,3,1,1994,0.16,NA,,,,,,,,,,,3.88,3.8,,,,,0.59,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"infant, encircled by brick",,,U,,,,,,U,1,,0,,,,,,,,,,,,,,,undisturbed,W,C,U,U,I,,
,14,3,28,1994,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brown,,,,,,,"No textiles, disarticulated Crushed skull From rock covered tomb Hair samples",,,U,,,,,,E,1,,0,,,,,,,,,,,,,,,disarticulated,B,C,U,U,I,,
,14,1,1,,0.4,,,,,,,,,,,,3.76,3.76,,,,,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skull only, Samples taken: Upper left Molars (3) Lower left Molar (1)",,,U,,,,,,,1,,0,,,,,,,,,,,,,,,,B,U,U,U,A,,
,14,1,4,,0.95,,,,,,,,,,,,3.01,3.27,,,,,3.51,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Looks like a fairly recent burial,,,U,,,,,,,1,,0,,,,,,,,,,,,,,,fair,H,A,U,U,U,,
,14,1,5,1994,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Entire body encased in solid sand encarement, probably solidified by nature salt and gypsum? from the sand Fabric samples taken More description of the wrapping in field book",,,U,,,,,,E,1,,0,,,,,,,,,,,,,,,,H,A,U,U,A,,
,14,1,8,1994,1.3,NA,,,,,,,,,,,1.52,2.04,,,,,1,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buried in a shallow shaft tomb,,,U,,,,,,U,1,,0,,,,,,,,,,,,,,,,W,C,U,U,C,,
,14,1,8,1994,1.4,NA,,,,,,,,,,,1.6,1.85,,,,,1.14,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brown,,,,,,,,,,U,,,,,,U,1,,0,,,,,,,,,,,,,,,,U,U,U,U,U,,
,14,1,8,1994,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only a food bundle coarse linen wraps twisted together under the foot coarse linen strips on body,,,U,,,,,,U,1,,0,,,,,,,,,,,,,,,basket case,H,U,U,U,U,,
,14,1,9,1994,1.23,NA,,,,,,,,,,,1.4,1.87,,,,,1.21,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brown,,,,,,,Linen red/white ribbon over the head,,,U,,,,,,U,1,,0,,,,,,,,,,,,,,,,W,A,U,U,A,,
,14,1,10,1994,1.13,NA,,,,,,,,,,,3.77,3.58,,,,,3.14,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Floral material bound together found near burial, Foot bundle had intact fabric",,,U,,,,,,W,1,,0,,,,,,,,,,,,,,,,W,A,U,U,A,,
,14,1,12,1994,1.1,NA,,,,,,,,,,,3.5,3.5,,,,,4.06,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Head of 12 on Knees of burial#10,,,U,,,,,,W,,,0,,,,,,,,,,,,,,,,B,U,U,U,A,,
,14,1,13,1994,1.88,NA,,,,,,,,,,,1.15,1.15,,,,,1.31,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buried directly above burial#11 but is not a reversal burial like Burial#11,,,U,,,,,,W,1,,0,,,,,,,,,,,,,,,,B,A,U,U,A,,
,14,1,15,,2.07,,,,,,,,,,,,1.44,1.37,,,,,1.6,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Head West,,,U,,,,,,W,1,,0,,,,,,,,,,,,,,,Extremely well,W,C,U,U,A,,
,14,1,17,1994,1.45,NA,,,,,,,,,,,3.23,2.95,,,,,0.68,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,With large flat stone on left side,,,U,,,,,,U,1,,0,,,,,,,,,,,,,,,,W,A,U,U,A,,
,14,1,17,1994,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"basket case small piece of green wool sample-linen, wool, rope no skull",,,U,,,,,,U,1,,0,,,,,,,,,,,,,,,basket case,W,A,U,U,A,,
,14,1,18,1994,1.45,NA,,,,,,,,,,,4.02,3.59,,,,,2.48,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth to head 145cm depth to feet 160cm,,,U,,,,,,U,1,,0,,,,,,,,,,,,,,,,W,A,U,U,A,,
,14,1,21,1994,2.12,NA,,,,,,,,,,,2.88,3.17,,,,,2.32,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First numbered as #20 and changed to #21,,,U,,,,,,E,,,0,,,,,,,,,,,,,,,basket,W,A,U,U,A,,
,14,1,23,1994,0.81,NA,,,,,,,,,,,4.81,4.82,,,,,2.4,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No head but buried with head to West,,,U,,,,,,W,,,0,,,,,,,,,,,,,,,,B,C,U,U,C,,
,14,1,25,,1.93,,,"#25,26",,,,,,,,,4.6,4.65,,,,,1.65,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buried together with #26 Head is to west Yellow and blue linen,,,U,,,,,,W,1,,0,,,,,,,,,,,,,,,,W,C,U,U,A,,
